Word,Frequency
clinician,8
casesrate,3
hospitalizationdeath,2
factorselfreported,1
casestime,1
casesicu,1
admissionventilation,1
casessarscov,1
contactstime,1
contactsrate,1
pgmlchanges,1
mglchanges,1
thrombocyte,1
countsmicrolchanges,1
glicu,1
dayschanges,6
neutrophiltolymphocyte,4
ngmlchanges,2
clotting,8
sarscovrna,1
detectability,1
salivette,1
viruspositivity,3
viruspracticability,1
samplespracticability,1
premisespracticability,1
interpretationpracticability,1
render,1
timeigg,1
salivaigm,1
salivaiga,1
salivapositivity,1
sarscovpatient,1
selfsamplingoperator,1
selfsamplingcost,1
biomarkersprediction,1
lfabpincrease,1
dayscomparison,1
causative,1
dysfunctiontimetoevent,1
superinfection,29
deathpositive,1
cultures,1
handheld,2
devices,19
protocolslife,1
temperaturecough,1
frequencyrespiratory,1
frequencyheart,1
instantaneous,1
donationnumber,2
donations,1
receivedsafety,1
specificitydelay,1
mod,1
rankin,6
handicap,2
whs,1
monthspatientreported,1
barthel,7
mbi,4
ambulation,3
fac,1
enrollment,18
numerical,4
swallow,1
dysphagia,12
doss,1
bdi,6
oucome,1
acs,1
coming,6
assiut,2
hospitalto,2
eradicationrate,1
eradicationtime,1
failureimpact,1
ultrasonographic,3
failuresensitivity,1
lungsimpact,1
nti,3
fashionevaluate,1
cumulatively,1
oddsratios,1
visited,3
places,2
online,18
questionnaireproportion,6
interviewproportion,2
questionnairelevel,2
maskwearing,6
interviewlevel,2
handwashing,8
questionnaireoddsratios,1
interview,28
ratesymptomatic,1
ratedays,4
absenteeismrate,2
sco,21
optimizationchanges,19
sato,3
systolic,32
sap,8
diastolic,26
dap,2
hr,7
sv,2
svr,2
perfussion,2
ppi,2
ph,12
paco,5
sao,6
pvo,2
pvco,2
svo,2
lacatate,1
hemoglobine,2
muscular,6
smo,2
optimizationassociation,19
optimization,1
interleukins,1
ngmldimerdvitamin,1
sheddingclinical,1
outcomenegativization,1
selfassessmentdifference,1
placebotreated,1
continuing,1
recoveredallcause,1
negatively,1
rtpcrvirologic,1
assessmentnumber,11
ulcerhyposalivation,1
oxygenfraction,4
cytosorb,2
treatmentchange,23
functionlength,1
iculength,8
therapyoccurrence,1
polyneuropathy,2
myopathyneed,1
ecmocost,1
calculationdevicerelated,1
eventsinhospital,1
improvementperipheral,1
defect,13
statically,1
patientsgain,1
dgain,1
infectionsgain,1
j,2
usage,14
repertoires,2
classes,6
anticov,1
antibodiescharacterization,1
distancepatient,1
lifefreeliving,1
homogeneity,1
anosmiatopography,1
supra,1
subtentorial,1
anosmiafractional,1
anisotropy,1
anosmiamean,1
diffusivity,2
anosmiaradial,1
anosmiaselfassessed,1
testability,1
pinch,1
sugarpresence,1
hemorrhagic,4
lesionspresence,1
hyperintensityprojection,1
patientsblinded,1
component,12
patientsdefault,1
mode,8
patientsexecutive,1
descriptiveepidemiological,1
conditionsevaluation,1
conditionidentification,1
inflammationassessment,1
capacityevaluation,1
consumptionevaluation,1
inflammamirs,1
ratiopt,1
aptt,7
covidcritical,1
covidpulmonary,1
dmards,1
useagenumber,1
comorbiditiestype,1
presentationtype,1
mortalityinhospital,1
hospitaldiscontinuation,1
azvudine,4
fnc,2
treatmentclinical,5
raterecovery,3
myalgia,10
procalcitoninassessment,1
cassessment,1
asttgo,1
alttgp,1
alp,1
ggt,2
bil,1
bilevaluation,1
rtpcrevaluation,1
cycles,2
calculating,4
loadanalysis,1
grouptime,1
treatmentevaluation,3
saturationrespiratory,4
evaluationfrequency,1
ventilationfrequency,5
ecmoproportion,4
progressed,6
frequencyevaluation,1
intensityassessment,4
frequencyassessment,3
intensityoverall,1
rateevaluation,2
mg,12
regimen,11
orally,3
qd,3
daysassessment,4
validationrt,1
salivalamppool,1
pcrpool,1
lamp,8
monthsto,1
discordance,1
whatever,1
immunoassayto,1
resultto,1
populationrisk,1
mrisk,1
reorganization,4
mimpact,1
confidence,14
scalepersuade,1
itemfear,1
vaccinatedsocial,1
judgment,3
vaccinate,1
azdthe,1
aesisbiochemistry,1
chemistry,22
measureshaematology,1
hematologyhemostasis,1
measuresproportion,1
treatmentgenometric,1
genometric,1
riseproportion,1
nabsthe,1
specisl,1
patientssafety,1
azoxygen,1
requirementicu,1
attributable,9
ampm,1
deathchange,7
revisited,1
scalefactors,1
disordermeasure,1
anxietyproportion,1
perceiving,2
epidemicproportion,1
implementation,18
necessary,6
stating,1
remote,9
useful,2
consultationproportion,1
psychology,1
phonescore,1
covidadapted,2
gadmontgomery,1
sberg,1
madrssadapted,1
wsasinsomnia,1
isiadapted,1
swedish,1
crisisintolerance,1
iuspatient,1
psqadverse,1
smokers,2
hypertensionrelationship,1
hospitalprofessional,1
categorynumber,1
presented,15
cas,4
combine,1
proteinddimereuroqol,2
eqdeuroqol,1
eq,1
vashadshospital,1
characteristicsbiological,1
characteristicsradiological,2
characteristicsnumber,1
losevolution,1
hospitalisationbiological,1
infectionssymptoms,1
illnessesseverity,1
timeprevalence,2
disorderefficacy,1
burnoutefficacy,1
depressionshortterm,1
ptsdshortterm,1
burnoutshortterm,1
depressionlongterm,1
ptsdlongterm,1
burnoutlongterm,1
depressionefficacy,1
anxietylongterm,1
anxietyefficacy,1
suicide,13
attempts,6
caseanxietydepressiondental,2
effortsdentists,1
womenincidence,2
pregnancyincidence,1
admissionsincidence,4
attendancesmean,1
covidfrequency,3
preeclampsiaincidence,1
diabetesincidence,1
intrauterine,2
restrictionmaternal,1
sarscovinfection,3
aspirateproportion,1
signssymptoms,1
centile,1
standardsprevalence,1
ageprevalence,1
embryo,1
foetal,1
losses,2
miscarriages,1
stillbirthsfrequency,1
malformationsproportion,1
perinatal,28
outcomeneonatal,1
morbidityneonatal,1
fluvoxamine,2
lrtichange,1
participantstime,2
randomizationrate,1
hospitalizationsrate,1
hospitalizationsallcause,2
deathcardiovascular,2
deathhealth,1
functioning,14
diseasewho,1
eventsadherence,1
ttcitime,1
recoverymortality,1
staytotal,3
randomisationdays,1
vasopressorinotropic,2
section,2
nerve,7
fullthickness,1
woundsdays,1
diagnosisincident,8
arrest,12
outcomekidney,1
outcomerisk,2
reactionspresence,2
interestpresence,1
medicallyattended,31
eventsneutralizing,1
foldrise,13
postvaccinationfold,1
titerresponders,1
predefined,12
postvaccination,9
pointsfold,1
pointsresponders,1
pointbinding,1
concentrationsbinding,1
foldrisefoldrise,1
concentrationresponders,1
concentrationsoccurrences,1
covidoccurrences,3
hospitalizationoccurrences,1
serologicallyconfirmed,3
confirmation,3
covclinical,1
parameterssperm,1
parametershormones,1
measurementseminal,1
speciessperm,1
fragmentation,1
center,14
epidemiologic,6
cesd,3
dassdecrease,1
indexdecrease,1
scaleincrease,1
scaledecrease,2
disorderdecrease,1
plutchik,1
grief,8
perspective,6
recoveryproportion,7
satisfies,2
followingchange,2
maintainedduration,1
supplement,9
useday,3
morenumber,1
eventsall,3
rateaverage,4
admsc,2
aessaes,2
nonrelated,2
medicationthe,1
infusions,2
groupcovid,1
nuclear,3
levelbased,1
methodthe,1
classic,4
groupchange,3
gases,8
baselinecompare,4
groupscovid,3
mgl,9
ugl,1
protype,1
probnp,3
mgdl,21
panels,8
baselinethe,3
groupquantifying,1
sitesupper,1
virusesfenofnnochange,1
fenochange,1
fnnoairway,1
hz,10
rairway,2
rchange,2
rreactance,1
xchange,1
xresonant,2
freschange,1
fresreactance,2
achange,3
axfevfvcvcfevfvcfevvc,1
firstany,1
staymortality,7
absent,17
smart,5
watch,4
selfreports,1
questionnaireaccuracy,2
resultaccuracy,1
symptomonly,1
sensoronly,1
sensor,11
symptomsicu,1
serodiagnosisproportion,2
serodiagnosis,3
treatmentsproportion,1
diseaseproportion,2
dayssurvivalshift,1
ventilationreferral,1
subintensive,1
dischargeviral,2
titeranti,2
antibodiesanti,2
antibodiesca,2
concentrationca,2
concentrationserum,2
cb,2
detectionpercentage,2
deathpercentage,1
covidpharmacokinetics,1
ly,10
alonepk,1
lypk,2
failurefree,10
atichange,1
pointordinal,1
saturationnormalizationneed,1
careallcause,3
aespercentage,4
saesproportion,10
ardschange,1
ilchange,22
dayshospitalfree,5
hospitalventilatorfree,1
ventilatoricufree,1
miscdescribe,1
childrendescribe,1
attend,3
inperson,8
classesdescribe,1
attendance,11
becomes,1
aesoccurrence,2
saesoccurrence,3
aesiincidence,2
vircmaxclasttmaxtlastaucinfauclastaucextraptvzvssclproportion,1
vir,2
flupro,5
pluschange,1
recruitmentsafety,1
aeprotocol,1
adherencemortalitymorbidity,1
resolutionfevershortness,1
breathfatiguehospital,1
transfusionduration,1
noninvasiveradiological,1
transfusionto,1
transfusionlevels,1
transfusionneed,1
incidenceadherence,1
closed,1
shields,1
usepercentage,9
baselinepercentage,4
vaccineidentify,1
vaccinetrack,1
infectedbuild,1
library,2
summarize,1
gammacore,2
sapphire,2
alone,4
trendsevaluate,1
requirementsdecrease,1
patientsdelay,1
ventilationcompare,1
apache,10
earlierserum,2
levelsferritin,1
levelsproportion,5
tomographypercentage,1
intubationdeath,3
causemodified,1
msofasepsisinduced,1
sicnational,1
covidgram,1
scorerapid,1
qcsineutrophillymphocyte,1
nlralveolararterial,1
gradient,3
oxygenberlin,1
elapsed,1
dischargeacute,1
eventsclinical,6
statusduration,2
eventssarscov,1
swabigg,1
sarscovneutralizing,2
irc,3
isto,2
august,1
september,3
february,1
flare,6
switch,4
dmard,3
qazcovidin,1
placebofrequency,2
levelfrequency,2
deliveryrate,1
preeclampsiarate,1
hypertensionrate,1
cesarean,8
sectionrate,1
stillbirthrate,1
restrictionrate,1
hydropsrate,1
oligohydramniosperinatal,1
deathrate,4
premature,5
rupture,2
membranesrate,1
nicu,5
admissionrate,9
sepsisrate,1
therapypercentage,2
infants,14
apgarpercentage,1
gaslow,1
weightconfirmed,1
infectionprobable,1
infectionpossible,1
abnormalitiesneurological,2
examinationautonomic,1
oxygenallcause,2
deathmechanical,7
ventilationfree,11
survivaldays,2
dischargepaofio,1
indexchange,8
donorschange,1
plasmachange,1
hmgbviral,1
decay,1
recipient,3
swabsnumber,1
abs,1
postacute,4
hospitalizationpostacute,5
perspectives,4
hospitalizationtype,1
treatmentsacceptable,1
selfadministered,14
dedicated,12
platformhealthrelated,1
platformpain,1
platformimpairments,2
platformurinary,1
platformfemale,1
platformerectile,1
platformglobal,1
platformwork,2
productivity,4
platformcomorbidities,1
investigator,21
visitimpairments,1
visitmobility,1
osteoarticular,1
visitlocomotor,1
visitupper,1
extremities,1
visitrespiratory,2
visitcognitive,1
visitmuscular,1
visittotal,3
costscosts,1
driversestimated,1
lived,1
disabilityburden,1
relativeresource,1
utilizationsymptoms,1
relativesymptoms,1
complicated,13
relative,64
icg,3
womenedinburgh,1
womenpostpartum,1
spontaneous,13
minimize,1
eliminate,1
calls,6
launch,2
httpswwwmaladiecoronavirusfrto,2
epidemicto,2
space,6
users,2
als,2
households,3
transmissionnumber,1
selfswab,5
ili,3
ari,3
controlsnumber,1
rsvvalidation,1
simplyspiro,1
replace,1
swabsidentify,1
severitycorrelation,5
subtypes,2
western,6
outcomegut,1
axis,3
covidprotective,1
minerals,1
vitamins,1
postintensive,2
picsevaluate,1
released,1
caredescribe,1
patientsfunctional,1
binary,12
outcomerespiratory,2
outcomeduration,2
outcomeintensive,1
clearancerate,3
separate,2
pointsrate,1
pointstime,3
normalizationrate,1
adrrate,2
scalesafety,1
oxygentime,3
improvementoverall,3
survivallength,7
hospitalventilator,1
negativitypercentage,1
xe,2
predicts,2
fvcchange,4
responseb,1
responseplatelet,1
consultthe,1
presentationsthe,1
ratesdifferences,1
analysismaternal,1
infant,9
healthmicrobiological,1
analysishuman,1
covidsymptomatic,1
vri,3
vastemperatureoxygen,1
measurementsforced,1
lforced,2
ladherence,1
weekly,15
spirometryeqdfasgrocabc,1
toolcorrelation,1
hrct,5
lifepredictors,1
admissionsatisfaction,1
diarynasal,1
pcrserology,1
dedected,1
analysisdigital,1
randomizationcovid,3
randomizationalllocation,2
randomizationnumber,3
receipt,11
ninepoint,1
endpointthe,1
abovetime,1
abovechange,1
initiationduration,1
saospo,1
hourschange,8
hospitalizedradiological,1
thoracic,11
xraychange,2
levelstime,5
antipyreticsthe,1
attending,4
initiate,1
immunomodulator,1
dexamethasonechange,1
berlin,8
akin,2
classificationchange,1
reductiontime,3
improvementallcause,1
organizationadapted,1
hfnt,1
userate,1
intubationventilatorfree,3
staymortalityseverity,1
symptomslack,1
symptomsfever,1
biosticker,2
multiparameter,1
biosensorthe,1
symptomsthe,13
biocloudbased,1
include,5
biometric,2
assessmentlung,1
mwtpulse,1
mwtspo,1
mwtdistance,1
walked,4
mwtnumber,2
rests,1
mwtmrc,1
mwtborg,1
exertion,5
mwtpeak,1
pef,1
assessmentforced,1
assessmentforce,1
assessmentfevfvc,1
assessmentquality,3
bref,3
hkassessment,1
formationphysician,1
igghousehold,1
member,4
iggphysician,1
exposurephysician,1
transmissionasymptomatic,1
infectionppe,1
positivityantibody,1
diagnosisrate,2
recoveryrate,15
stayallcause,7
mortalityundetectable,1
cumulus,2
immature,3
oocytes,2
endometriumpresence,1
endometrium,1
molecularly,17
baselinenumber,6
serostatusnumber,3
interventionsarscov,2
harmonized,2
definitionburden,2
bod,4
covidserologic,2
unblinding,3
enzymelinked,28
immunosorbent,24
elisanumber,4
rtpcrnumber,2
confirmednumber,2
saesnumber,20
maaesnumber,7
discontinuationnumber,3
vaccinationnumber,17
postvaccinationsarscov,2
reflect,2
burnout,29
crisisto,1
posttrauma,2
crisis,14
fatigueuse,1
treatmentsserum,1
ventilationmechanical,6
deteriorationadverse,1
eventstroponindeltabnpchanges,1
proteinlosrehospitalizationchanges,1
prescribewellness,1
pharmacies,1
determinedthe,1
dyslipidemia,3
investigatedthe,1
mrs,5
claim,2
lqts,2
deathto,5
drugsthe,1
treat,1
aliskiren,1
mineralocorticoid,1
antagonists,2
drugsto,1
ades,2
behaviorimprovement,3
fruit,3
consumptionimprovement,1
amount,25
hoursimprovement,4
exerciseplatform,1
participationplatform,1
sustainability,4
termplatform,1
remained,6
instrument,13
recoverydays,2
range,30
best,7
worstordinal,1
worstallcause,1
episode,10
begin,1
randomizationserious,1
saesadverse,2
ic,9
testssafety,1
bilirubinsafety,3
creatininesafety,4
hemoglobinsafety,1
countsafety,6
groupsseroconversion,1
sarscovgeomean,2
sarscovseroconversion,2
groupscellular,1
elispotgeomean,1
advectorcellular,1
icsgeomean,1
pointimprovement,1
aminotranspherasesimprovement,1
controlimprovement,1
markersimprovement,1
dyspneaimprovement,2
neurodegeneration,2
silico,1
modeling,3
intrapulmonary,2
remodeling,2
monthsspecific,1
stiffnesslocalized,1
compliances,1
poromechanical,1
mv,11
mvchanges,6
icuchanges,6
calibration,7
net,9
external,10
updating,9
icustakeholder,1
beliefs,12
opinions,4
antisrbd,4
bcells,1
tcells,11
cdinterleukin,1
levelstnfa,1
levelscrp,1
ardsmechanical,1
covidsecondary,4
covidcovidrelated,1
cpapniv,2
intubationinvasive,2
staynational,1
staydyspnea,1
stayrox,1
hospitallength,4
stayoxygenfree,1
stayday,5
mortalityday,20
mortalitytreatment,3
interruption,5
consisted,4
concerning,17
definitively,4
sarscovanalysis,1
groupsdifferences,4
repeated,22
angiometric,8
reflected,5
waves,2
sheath,3
groupschanges,4
yearsto,1
ediary,2
rtb,5
placeboto,2
hospitalizationrecoveryicu,1
admissiondeath,1
admissionnumber,9
causestotal,1
householdscharacterization,1
casesin,1
newcaledonia,1
positivityability,1
statusantibody,1
seroconverted,13
datacomorbiditiescumulative,1
scalegeriatric,2
cirsgtreatmentssigns,1
symptomsfeverhypoxemiatachycardiahypotensiongasometryinfectious,1
datablood,1
countionogramliver,1
functioncoagulationrenal,1
functionalbumincrpfibrinogenddimers,1
recordedntprobnpcktroponinferritinprocalcitoninbiology,1
highest,6
ratebiology,1
lowest,3
ratepercentage,6
scannumber,2
lobes,1
affectedtype,1
lesionsneed,1
oxygenotherapymeans,1
ventilationtreatment,1
receivedlength,1
staystatus,1
exitmortality,1
endpointimprovement,1
measuresurvival,1
extubationtime,3
alivemultiorgan,1
infectionaccuracy,3
saint,1
petersburg,1
russiaprevalence,1
ratiosimmune,1
criteriapercentage,1
seroconverting,11
samplesduration,3
rectal,11
postviral,2
sequelaeprevalence,1
baselinecombine,1
ventilationcreactive,1
eqdexposure,1
cohorts,3
loadpart,2
deathpart,3
recoverypart,2
aesispart,2
bpmpart,2
mmhgpart,2
cpart,2
breaths,6
minutepart,2
spopart,2
abnormalitiespart,1
ensovibep,1
unitspart,1
cmaxpart,2
tmaxpart,2
zero,24
quantifiable,12
auclastpart,2
aucinfpart,2
terminal,22
tpart,2
zpart,2
apparent,18
z,4
vzpart,1
clpart,1
adas,6
teadapart,1
saturationchange,4
ventilationhospitalizationvirologic,1
responseadverse,2
reactionsevents,2
rateseroconversion,2
iibseroconversion,1
iibserious,1
eventsseroconversion,1
ibseroconversion,1
iblevel,3
iiblevel,1
iib,1
diagnosissarscov,1
loadfidelity,1
regimenfeasibility,1
outcomect,1
scanrtpcr,1
paao,1
intubated,6
scaleall,1
adrs,3
covidabsence,2
upperlower,2
infectionleukocyte,1
differentialc,1
proteintnf,1
alphaililglucosecalciumalbumintotal,1
proteinsodiumtotal,3
dioxidepotassiumchloridebuncreatininealkaline,3
phosphatasealanine,4
aminotransferasetotal,4
bilirubinwhite,3
cellsred,3
cellshemoglobinhematocritmean,3
corpuscular,20
volumemean,5
hemoglobinmean,4
concentrationred,4
widthneutrophilslymphsmonocyteseosinophilsbasophilsabsolute,2
neutrophilsabsolute,3
lymphsabsolute,3
monocytesabsolute,3
eosinophilsabsolute,3
basophilsimmature,3
granulocytesplateletsprothrombin,3
timeinrsfphq,1
iculevel,1
mechanistic,6
isotypesubclass,1
functionality,7
mediators,14
frequencies,4
cytof,2
select,1
transcriptomics,4
bloodmechanistic,1
epitheliummechanistic,1
proteinmechanistic,1
profilingmechanistic,1
olink,1
deliriumincidence,2
deliriumlength,1
staydoses,1
specified,9
ventilatedmortality,1
hypoxemic,2
intubationorgan,1
daysneed,5
therapyventilatorfree,1
daysmortalitynumber,1
postintubation,1
periodsafety,1
treatmentconfirmed,1
rtpcrclinical,2
participantsincidence,1
basrhin,1
epidemiologyimmunoglobulin,1
evaluationmethods,1
comparisoncorrelation,1
coagulative,1
positivityphylogenetic,1
mapinteractions,1
failurereduction,1
cardiaccirculatory,1
failureimprovement,1
oxygenationimproved,1
smartwatch,1
contracted,3
quantified,6
operator,10
roc,7
curvechange,1
admissionchange,18
respiration,6
steps,8
base,4
excess,4
covidefficacy,1
treatmentproportion,7
symptomsefficacy,1
stresssurvey,1
responsespatient,1
outcomeschanges,1
responseschanges,1
discrete,2
responsesincidence,1
nonresponse,2
questionnairethe,5
affectperceived,1
scaleclient,1
patientsduration,6
sarscovimmune,2
phenotypinghla,1
typingmatabolomics,1
virologicallyconfirmed,14
ecdc,1
guidancecoprimary,1
coprimary,1
firstoccurrence,1
guidancesecondary,1
rtpcrconfirmed,3
placebosecondary,1
plwhclinical,1
plwhseroprevalence,1
patientssarscov,3
pressurebreathing,1
sounds,3
powerrisk,1
aspirationsao,1
levelmontreal,1
supplementationdaily,1
obtain,7
oxygenationmajor,1
eventssleep,1
qualityfatiguemortalityincidence,1
hbot,1
haematological,5
longcovid,5
serologyconfirmed,1
sarscovseverity,2
diseasesymptomatic,1
trained,4
deathadverse,2
interruptiontime,1
improvementantibodies,1
sarscovdisease,1
feveradverse,1
tcellsimmune,1
cytokinesdynamics,1
cellsdynamics,2
gd,1
analysisdynamics,1
burnoutmindfulness,2
levelperceived,2
stimulationparasympathetic,2
